fact_id,service_id,hotel_id,room_id,booking_id,guest_id,channel_id,employee_id,sales_date,sales
1041,32,1,27,50,51916,8,2,2022-11-22,100
1042,15,3,104,51,548,8,1,2022-07-29,100
1043,57,1,34,52,108295,4,4,2023-01-14,100
1044,18,1,18,53,53174,5,1,2022-11-28,100
1045,77,3,103,54,142721,6,2,2022-07-17,100
1046,69,2,69,55,45779,8,2,2023-01-18,100
1047,4,4,172,56,75012,3,4,2022-03-01,100
1048,69,4,152,57,59384,8,5,2022-07-28,100
1049,55,4,127,58,111607,2,2,2022-12-28,100
1050,65,2,70,59,127865,3,5,2022-09-21,100
1051,77,4,125,60,97819,8,1,2022-08-17,100
1052,52,4,138,61,56903,2,1,2022-09-26,100
1053,50,4,175,62,47228,7,5,2022-05-11,100
1054,46,3,96,63,38777,8,1,2022-10-21,100
1055,71,4,157,64,72675,2,3,2022-07-06,100
1056,9,1,31,65,33685,1,4,2022-12-11,100
1057,44,4,125,66,52110,5,3,2022-07-07,100
1058,13,4,175,67,72128,5,1,2022-07-13,100
1059,3,3,114,68,30219,8,3,2023-02-16,100
1060,10,3,87,69,105097,7,2,2023-02-25,100
1061,37,1,23,70,10606,1,1,2023-01-11,100
1062,18,1,36,71,145867,6,1,2022-05-10,100
1063,78,2,74,72,7444,2,3,2022-11-07,100
1064,37,4,173,73,107596,8,3,2022-09-10,100
1065,47,3,116,74,15212,3,4,2022-11-25,100
1066,14,3,100,75,23747,2,2,2022-10-07,100
1067,8,4,139,76,40078,2,5,2022-07-11,100
1068,4,3,81,77,35316,7,2,2022-11-05,100
1069,37,2,45,78,145020,1,5,2022-08-06,100
1070,40,1,10,79,145426,5,3,2022-03-08,100
1071,26,4,153,80,89811,2,4,2022-05-24,100
1072,69,1,2,81,115693,6,3,2022-05-30,100
1073,6,1,26,82,46217,1,1,2022-11-23,100
1074,53,3,91,83,46596,3,4,2022-04-26,100
1075,78,4,123,84,36191,8,3,2023-02-09,100
1076,6,2,77,85,69752,3,3,2022-07-31,100
1077,50,3,104,86,113989,3,5,2022-08-30,100
1078,57,4,142,87,42582,1,4,2022-04-26,100
1079,35,1,13,88,51501,6,2,2022-12-01,100
1080,10,3,98,89,74147,7,3,2022-10-18,100
1081,70,2,47,90,12837,3,3,2023-01-03,100
1082,3,4,122,91,91665,3,5,2022-11-19,100
1083,13,1,37,92,63976,5,4,2022-09-24,100
1084,56,2,54,93,108677,3,2,2022-06-01,100
1085,11,2,39,94,100933,6,5,2022-10-10,100
1086,6,4,143,95,39343,6,4,2022-05-02,100
1087,35,2,52,96,13376,6,4,2022-09-23,100
1088,26,4,135,97,10312,5,4,2022-04-13,100
1089,61,2,41,98,115492,7,4,2022-08-14,100
1090,63,4,138,99,141060,7,5,2022-06-12,100
1091,32,2,48,100,93513,1,2,2022-04-06,100
1092,76,1,28,101,47580,2,5,2022-11-06,100
1093,58,4,121,102,46993,7,4,2022-10-21,100
1094,69,2,65,103,40518,5,4,2023-01-27,100
1095,27,1,17,104,4417,5,5,2022-05-24,100
1096,68,4,122,105,50799,6,3,2022-03-25,100
1097,9,3,89,106,147165,8,5,2022-12-18,100
1098,52,4,127,107,149612,6,2,2022-03-11,100
1099,36,4,179,108,39922,7,2,2022-04-09,100
1100,12,1,26,109,125897,4,5,2022-04-26,100
1101,76,1,24,110,37002,5,2,2022-08-10,100
1102,78,3,102,111,41227,6,4,2022-09-13,100
1103,48,3,112,112,96077,6,4,2023-02-21,100
1104,20,4,182,113,144026,7,4,2022-03-24,100
1105,3,4,148,114,94039,4,2,2022-03-15,100
1106,64,2,49,115,146826,1,3,2023-01-08,100
1107,71,1,22,116,47002,2,4,2022-07-16,100
1108,77,4,131,117,100966,7,3,2022-08-29,100
1109,72,4,155,118,133694,8,2,2022-12-23,100
1110,70,2,63,119,14003,2,2,2022-04-30,100
1111,79,3,81,120,135418,1,5,2022-05-05,100
1112,8,1,21,121,10239,8,5,2022-06-21,100
1113,28,2,57,122,110856,6,3,2022-08-09,100
1114,27,2,53,123,55282,4,5,2022-06-09,100
1115,3,4,153,124,42163,1,5,2022-09-20,100
1116,72,4,179,125,102046,3,4,2022-06-13,100
1117,27,1,37,126,14346,2,5,2022-11-12,100
1118,71,3,96,127,52302,5,4,2022-07-14,100
1119,41,4,127,128,60619,1,5,2023-01-19,100
1120,74,4,125,129,85766,4,4,2022-06-25,100
1121,56,4,160,130,37746,7,1,2022-11-27,100
1122,19,4,118,131,3278,7,5,2023-01-24,100
1123,23,4,153,132,93996,4,5,2022-03-09,100
1124,34,3,89,133,146533,8,1,2022-07-14,100
1125,40,4,172,134,528,7,3,2022-03-23,100
1126,39,2,39,135,113926,3,5,2022-12-24,100
1127,70,4,142,136,49744,5,4,2022-08-14,100
1128,71,4,146,137,100407,6,2,2022-06-11,100
1129,64,1,37,138,40486,1,2,2022-12-03,100
1130,41,4,180,139,48410,2,4,2022-11-10,100
1131,20,3,97,140,47733,5,2,2022-05-28,100
1132,17,4,183,141,135353,5,4,2022-05-13,100
1133,44,2,69,142,120330,6,1,2023-02-12,100
1134,29,2,63,143,48831,7,2,2022-05-25,100
1135,41,2,40,144,118145,5,1,2022-11-05,100
1136,48,4,152,145,33874,3,3,2022-07-25,100
1137,17,1,3,146,72619,7,1,2022-10-29,100
1138,13,4,143,147,81715,3,3,2022-04-19,100
1139,17,4,142,148,40966,6,3,2023-02-28,100
1140,17,4,161,149,74712,4,5,2022-11-20,100
1141,61,4,137,150,13885,8,4,2022-09-23,100
1142,50,3,90,151,72261,5,5,2023-02-04,100
1143,60,4,139,152,61502,3,2,2022-07-18,100
1144,45,3,115,153,143662,2,4,2023-02-01,100
1145,1,4,161,154,24641,3,4,2022-04-26,100
1146,47,3,85,155,97103,7,2,2022-05-26,100
1147,60,4,174,156,43540,3,1,2022-07-04,100
1148,46,4,151,157,77429,3,5,2022-11-22,100
1149,14,4,122,158,24569,8,2,2022-04-24,100
1150,9,1,12,159,28239,7,1,2022-05-27,100
1151,66,2,51,160,129352,8,4,2022-09-26,100
1152,24,4,147,161,117383,3,1,2022-07-02,100
1153,24,4,135,162,91909,2,4,2023-01-19,100
1154,15,4,178,163,129172,1,3,2022-09-30,100
1155,76,1,26,164,34954,2,1,2022-11-02,100
1156,31,3,113,165,87432,3,2,2022-10-02,100
1157,63,4,159,166,145828,5,3,2022-06-01,100
1158,64,4,136,167,144245,1,2,2022-04-28,100
1159,61,4,136,168,92842,5,3,2023-02-01,100
1160,37,4,144,169,105577,7,5,2022-07-07,100
1161,65,1,17,170,68990,1,1,2023-01-14,100
1162,37,1,24,171,41174,5,4,2022-06-24,100
1163,75,4,122,172,82222,1,1,2023-01-30,100
1164,50,2,63,173,67268,3,5,2022-08-11,100
1165,35,3,96,174,36193,5,3,2022-11-24,100
1166,28,3,100,175,55346,8,5,2022-05-31,100
1167,78,1,19,176,94074,1,5,2022-04-30,100
1168,41,4,139,177,120121,8,4,2022-09-20,100
1169,44,2,54,178,77345,2,2,2022-08-18,100
1170,5,3,91,179,12195,4,4,2022-03-10,100
1171,50,4,128,180,40450,5,1,2022-09-12,100
1172,61,4,139,181,16396,1,1,2023-01-03,100
1173,76,4,172,182,11983,3,1,2022-05-22,100
1174,72,4,174,183,18151,3,1,2023-01-26,100
1175,7,2,43,184,39731,4,4,2022-08-26,100
1176,12,4,125,185,18589,4,2,2022-08-30,100
1177,20,4,170,186,87662,4,3,2022-04-26,100
1178,63,3,95,187,94721,2,2,2022-03-14,100
1179,76,2,53,188,124165,6,4,2023-02-04,100
1180,18,4,159,189,11847,5,5,2022-08-05,100
1181,55,4,132,190,72867,7,1,2022-05-31,100
1182,38,4,163,191,103437,4,5,2022-08-28,100
1183,24,2,76,192,43810,6,3,2022-05-04,100
1184,66,3,116,193,144553,7,4,2022-06-21,100
1185,43,2,43,194,94583,2,3,2022-11-25,100
1186,46,4,149,195,47703,2,3,2022-08-27,100
1187,73,4,124,196,132785,3,2,2022-09-23,100
1188,29,3,80,197,101484,3,5,2023-01-05,100
1189,62,4,124,198,50259,5,5,2022-08-08,100
1190,61,3,82,199,110975,1,3,2023-01-20,100
1191,51,1,4,200,23064,3,3,2023-01-21,100
1192,37,4,155,201,129267,1,2,2023-02-17,100
1193,24,4,168,202,15464,2,1,2022-12-13,100
1194,64,1,28,203,97789,2,4,2022-04-21,100
1195,9,1,8,204,99365,8,3,2023-01-09,100
1196,76,4,131,205,88235,6,3,2022-03-28,100
1197,65,2,64,206,65268,5,3,2023-01-22,100
1198,68,4,147,207,5349,5,3,2022-11-08,100
1199,14,4,165,208,62396,6,2,2022-08-21,100
1200,22,3,91,209,93938,1,5,2022-06-16,100
1201,59,2,52,210,130863,7,3,2022-05-05,100
1202,71,3,89,211,134375,8,5,2022-12-31,100
1203,78,4,132,212,85846,1,3,2022-06-11,100
1204,74,4,175,213,107199,8,4,2023-02-08,100
1205,40,4,138,214,62579,4,5,2022-09-26,100
1206,7,3,88,215,126369,8,2,2022-05-09,100
1207,4,1,11,216,47197,7,1,2022-09-14,100
1208,38,3,97,217,122622,6,3,2022-08-28,100
1209,30,2,78,218,56443,2,1,2023-02-22,100
1210,15,1,4,219,26923,2,2,2022-11-05,100
1211,29,1,16,220,118318,2,3,2022-04-19,100
1212,38,3,110,221,117146,4,1,2022-10-20,100
1213,58,2,72,222,92758,1,5,2022-07-24,100
1214,4,1,21,223,87410,7,3,2022-03-06,100
1215,46,1,7,224,79538,3,2,2022-10-08,100
1216,55,1,24,225,101144,2,5,2022-06-19,100
1217,79,4,151,226,79641,2,4,2022-05-08,100
1218,27,2,65,227,101505,6,3,2022-07-09,100
1219,29,4,125,228,31006,2,1,2022-12-07,100
1220,67,3,85,229,79695,8,3,2022-11-14,100
1221,58,4,176,230,149664,6,5,2022-11-17,100
1222,35,3,102,231,113311,5,1,2022-06-29,100
1223,17,2,66,232,31770,4,1,2022-05-01,100
1224,60,1,1,233,131427,5,2,2022-06-25,100
1225,51,4,138,234,9733,5,5,2023-02-10,100
1226,68,2,41,235,4633,8,4,2022-06-22,100
1227,55,4,140,236,40196,3,1,2022-08-20,100
1228,69,3,90,237,61155,6,4,2022-08-05,100
1229,68,2,41,238,74840,4,5,2022-03-25,100
1230,5,3,104,239,88651,3,3,2022-09-22,100
1231,52,1,25,240,141000,1,1,2022-11-11,100
1232,66,2,59,241,3354,5,3,2022-04-15,100
1233,21,1,21,242,49785,2,2,2022-11-19,100
1234,67,4,168,243,25055,2,5,2022-12-18,100
1235,52,4,152,244,41840,3,1,2022-09-29,100
1236,39,2,58,245,128657,1,1,2022-08-25,100
1237,56,2,76,246,142870,2,1,2022-12-26,100
1238,31,4,159,247,55504,1,2,2023-01-28,100
1239,60,4,119,248,133590,2,4,2022-09-30,100
1240,56,3,81,249,28851,1,5,2022-04-24,100
1241,38,1,22,250,77196,5,2,2022-06-20,100
1242,62,4,141,251,83878,1,3,2022-04-09,100
1243,53,2,58,252,109791,4,5,2022-07-21,100
1244,31,2,73,253,106388,1,4,2022-09-03,100
1245,60,1,26,254,96004,7,3,2022-07-29,100
1246,42,4,183,255,134710,6,4,2022-12-08,100
1247,72,4,160,256,56672,8,5,2022-06-30,100
1248,4,3,89,257,113206,2,5,2022-04-04,100
1249,28,4,165,258,40058,6,5,2022-09-20,100
1250,20,3,92,259,62550,5,4,2022-03-05,100
1251,73,3,96,260,117536,3,2,2023-02-26,100
1252,17,4,161,261,148675,8,3,2023-01-04,100
1253,1,2,73,262,147801,5,1,2022-08-27,100
1254,70,2,71,263,98308,7,3,2022-12-09,100
1255,51,4,123,264,65644,8,5,2022-11-21,100
1256,35,3,117,265,37498,7,3,2022-12-06,100
1257,26,1,28,266,76086,6,5,2023-01-31,100
1258,46,3,89,267,54101,2,5,2022-05-30,100
1259,23,4,118,268,86069,5,3,2022-03-27,100
1260,4,1,28,269,143270,6,3,2022-04-19,100
1261,13,2,40,270,46833,7,5,2022-12-11,100
1262,27,4,178,271,133698,8,2,2023-01-10,100
1263,28,2,72,272,78252,6,5,2023-02-25,100
1264,25,3,81,273,110802,5,4,2022-10-18,100
1265,70,4,147,274,140235,8,1,2022-12-24,100
1266,52,4,128,275,403,3,3,2022-06-19,100
1267,4,3,110,276,108969,6,4,2022-07-01,100
1268,42,2,74,277,136505,3,4,2023-01-21,100
1269,23,2,72,278,55822,6,3,2022-05-25,100
1270,4,4,138,279,53022,6,3,2022-09-13,100
1271,1,4,139,280,96920,2,1,2023-02-24,100
1272,65,3,90,281,78041,4,2,2022-07-30,100
1273,25,4,127,282,59819,8,4,2022-04-28,100
1274,13,1,5,283,55021,5,3,2022-10-26,100
1275,45,2,59,284,101446,4,3,2022-03-17,100
1276,7,1,34,285,82616,7,1,2022-12-08,100
1277,15,1,19,286,13802,4,4,2022-07-08,100
1278,60,4,169,287,62057,5,4,2022-12-20,100
1279,27,3,91,288,80008,2,3,2022-05-02,100
1280,78,1,9,289,83804,8,2,2022-03-31,100
1281,78,4,123,290,104843,1,2,2022-12-24,100
1282,21,4,165,291,60596,6,3,2022-08-07,100
1283,23,2,78,292,88882,5,4,2022-09-14,100
1284,47,4,133,293,109847,3,1,2022-07-08,100
1285,79,2,65,294,106135,6,2,2023-01-05,100
1286,37,4,167,295,4761,6,5,2022-11-16,100
1287,12,2,67,296,28653,2,2,2022-04-09,100
1288,39,4,153,297,120396,1,5,2022-07-27,100
1289,38,1,25,298,44252,4,3,2022-05-24,100
1290,54,1,1,299,46180,2,2,2022-03-31,100
1291,64,2,75,300,117803,6,4,2023-02-11,100
1292,35,4,174,301,11535,4,4,2022-09-09,100
1293,16,1,30,302,3989,6,3,2023-02-08,100
1294,48,4,138,303,111092,3,1,2022-11-07,100
1295,14,4,131,304,65945,7,2,2023-01-14,100
1296,17,1,26,305,63571,1,4,2022-12-19,100
1297,72,3,83,306,143778,4,5,2022-12-21,100
1298,70,4,118,307,10658,3,1,2022-10-06,100
1299,12,4,123,308,31029,6,5,2022-09-29,100
1300,72,4,118,309,147659,3,2,2023-01-17,100
1301,50,4,175,310,92490,5,3,2022-06-13,100
1302,63,4,127,311,27305,7,1,2022-07-13,100
1303,35,3,96,312,10714,2,4,2022-03-26,100
1304,19,2,75,313,142741,7,2,2022-08-23,100
1305,54,2,56,314,31750,1,3,2022-12-21,100
1306,50,3,90,315,37138,1,1,2022-08-28,100
1307,31,4,163,316,145903,7,5,2022-08-18,100
1308,44,2,46,317,51821,3,3,2022-09-21,100
1309,78,3,87,318,121212,8,5,2022-10-20,100
1310,38,4,156,319,101758,5,4,2022-04-03,100
1311,79,2,76,320,94953,3,1,2022-04-03,100
1312,62,3,98,321,39286,7,2,2022-05-04,100
1313,21,4,124,322,988,8,5,2022-09-20,100
1314,44,3,85,323,9927,8,2,2022-07-29,100
1315,44,1,7,324,63330,5,4,2023-01-31,100
1316,12,1,3,325,7523,5,4,2022-12-04,100
1317,39,2,72,326,97006,8,5,2022-06-26,100
1318,49,4,164,327,140637,7,2,2022-12-18,100
1319,15,1,6,328,27932,2,2,2022-11-16,100
1320,68,4,170,329,115333,8,3,2022-09-18,100
1321,14,3,90,330,18312,7,2,2022-10-20,100
1322,44,1,36,331,64290,8,3,2022-09-04,100
1323,75,4,164,332,42223,3,4,2022-06-05,100
1324,78,2,79,333,84308,8,3,2022-10-26,100
1325,74,2,75,334,115540,4,4,2022-10-19,100
1326,55,4,128,335,45085,6,2,2022-03-12,100
1327,16,4,177,336,58916,8,3,2022-08-12,100
1328,48,4,159,337,24664,5,4,2023-01-14,100
1329,21,1,22,338,71537,6,3,2023-02-14,100
1330,10,3,97,339,108336,4,1,2023-01-06,100
1331,16,1,25,340,5970,3,4,2022-11-04,100
1332,39,4,166,341,75187,7,4,2022-04-27,100
1333,65,4,128,342,45466,4,1,2022-10-20,100
1334,16,4,150,343,80719,4,3,2023-02-09,100
1335,53,2,57,344,31865,3,1,2022-10-28,100
1336,14,3,87,345,137569,1,3,2022-05-10,100
1337,25,2,46,346,105465,7,1,2022-10-18,100
1338,54,2,69,347,100014,5,4,2022-04-07,100
1339,28,2,43,348,62620,1,2,2022-11-21,100
1340,31,2,39,349,125761,5,1,2022-08-10,100
1341,40,4,161,350,140955,3,1,2022-07-23,100
1342,71,2,46,351,44302,8,1,2022-12-06,100
1343,75,2,72,352,93139,1,4,2022-05-15,100
1344,20,4,177,353,93740,6,1,2022-05-13,100
1345,46,3,107,354,37460,3,1,2022-04-25,100
1346,5,4,156,355,84685,6,4,2022-12-22,100
1347,22,3,104,356,41394,6,3,2022-11-19,100
1348,8,4,124,357,21147,7,3,2022-03-05,100
1349,65,4,148,358,26730,5,3,2022-07-10,100
1350,36,1,20,359,58055,5,2,2022-11-25,100
1351,50,1,22,360,144989,5,2,2022-12-06,100
1352,1,1,11,361,147886,2,4,2023-01-20,100
1353,44,4,130,362,25136,6,2,2022-06-28,100
1354,36,4,150,363,139311,6,2,2022-04-09,100
1355,60,2,67,364,140235,4,2,2022-04-11,100
1356,7,3,111,365,89796,3,4,2022-06-21,100
1357,75,3,100,366,10922,6,5,2022-04-28,100
1358,58,2,47,367,79692,8,4,2022-09-17,100
1359,51,2,73,368,114707,4,4,2023-02-10,100
1360,37,2,61,369,44809,1,4,2023-02-16,100
1361,36,2,43,370,38153,7,1,2022-07-31,100
1362,58,1,32,371,66763,2,4,2023-02-05,100
1363,27,2,54,372,75961,3,1,2023-02-25,100
1364,49,4,143,373,65263,7,5,2022-03-30,100
1365,4,1,6,374,133693,1,1,2022-12-13,100
1366,30,1,22,375,70834,6,5,2022-11-01,100
1367,8,1,24,376,75646,3,5,2022-10-19,100
1368,50,4,173,377,31576,6,4,2022-03-24,100
1369,38,2,76,378,137607,6,2,2023-02-02,100
1370,65,2,57,379,88479,3,2,2022-06-19,100
1371,76,2,60,380,118888,8,3,2022-06-25,100
1372,78,1,18,381,10173,3,4,2022-09-11,100
1373,45,3,101,382,104200,7,1,2023-02-24,100
1374,35,4,149,383,149979,8,2,2022-08-22,100
1375,76,4,152,384,122445,2,5,2022-09-25,100
1376,19,4,128,385,79896,1,4,2023-01-31,100
1377,57,4,183,386,58099,4,2,2022-12-21,100
1378,45,1,15,387,20931,6,3,2022-09-27,100
1379,34,1,15,388,31411,3,4,2022-10-13,100
1380,59,4,151,389,35255,2,4,2022-05-26,100
1381,9,4,158,390,125309,5,3,2022-04-14,100
1382,18,2,70,391,70299,6,3,2023-02-06,100
1383,75,1,14,392,131430,8,4,2022-11-15,100
1384,46,2,74,393,10034,3,3,2022-04-30,100
1385,61,2,72,394,22537,4,3,2023-01-13,100
1386,61,1,18,395,34535,8,2,2022-07-21,100
1387,75,2,59,396,43614,1,2,2022-07-14,100
1388,23,2,42,397,128480,8,2,2023-01-17,100
1389,29,4,138,398,34992,8,5,2022-08-11,100
1390,23,4,127,399,61659,8,3,2022-07-17,100
1391,31,3,88,400,107425,5,1,2022-04-21,100
1392,5,4,172,401,101878,6,1,2022-05-20,100
1393,79,4,134,402,25839,2,2,2022-07-05,100
1394,67,4,129,403,90819,1,3,2022-05-11,100
1395,7,1,34,404,19482,4,1,2023-01-02,100
1396,23,4,126,405,141006,3,1,2022-10-30,100
1397,18,3,89,406,62461,6,2,2022-09-06,100
1398,78,1,12,407,66639,8,1,2022-03-07,100
1399,65,2,65,408,10293,7,1,2022-11-03,100
1400,55,2,48,409,121250,4,1,2022-04-08,100
1401,53,2,70,410,64443,7,3,2022-05-26,100
1402,68,4,171,411,75908,3,5,2022-03-15,100
1403,20,4,131,412,10867,8,5,2022-05-10,100
1404,10,2,41,413,140540,7,2,2022-05-10,100
1405,47,1,18,414,145951,1,1,2022-11-18,100
1406,2,4,154,415,49801,6,1,2022-07-15,100
1407,36,4,123,416,110788,7,3,2022-08-05,100
1408,27,4,174,417,82849,3,3,2022-05-07,100
1409,36,3,92,418,69335,2,4,2022-08-06,100
1410,60,2,77,419,22697,5,4,2022-04-03,100
1411,53,1,33,420,90798,2,3,2023-01-05,100
1412,69,4,150,421,27245,3,4,2022-10-24,100
1413,59,2,78,422,30529,5,4,2022-07-18,100
1414,55,2,72,423,105662,1,1,2022-04-01,100
1415,64,2,66,424,37643,4,5,2022-09-11,100
1416,47,4,153,425,48113,6,4,2022-06-11,100
1417,49,2,70,426,147900,2,3,2022-11-21,100
1418,6,4,153,427,62707,8,3,2022-10-19,100
1419,38,2,42,428,120247,2,5,2022-04-19,100
1420,46,2,56,429,133746,6,2,2022-03-24,100
1421,15,2,55,430,8277,4,5,2022-05-23,100
1422,12,1,15,431,65809,7,2,2022-05-04,100
1423,25,3,112,432,64733,1,5,2022-09-09,100
1424,46,1,18,433,25972,7,2,2022-03-07,100
1425,50,2,69,434,40747,2,5,2022-06-20,100
1426,18,2,66,435,134204,1,5,2022-11-12,100
1427,17,2,72,436,117289,2,1,2022-10-18,100
1428,13,1,14,437,36228,7,2,2023-01-05,100
1429,42,4,120,438,126295,4,1,2022-10-02,100
1430,55,4,120,439,103002,5,4,2023-01-29,100
1431,57,3,94,440,16325,7,2,2022-03-06,100
1432,21,4,178,441,70725,3,4,2023-01-10,100
1433,50,3,101,442,70612,8,4,2022-07-04,100
1434,14,1,25,443,33603,3,1,2022-03-16,100
1435,47,3,111,444,46350,1,2,2022-05-05,100
1436,61,4,128,445,76283,6,3,2022-08-30,100
1437,39,2,44,446,148491,8,5,2023-02-23,100
1438,76,3,106,447,95160,3,3,2022-12-23,100
1439,29,1,28,448,47494,3,2,2022-09-05,100
1440,18,4,151,449,48918,6,4,2023-01-03,100
1441,22,3,106,450,21810,8,4,2022-03-25,100
1442,27,4,148,451,148490,1,3,2022-07-12,100
1443,24,4,161,452,67670,2,4,2022-08-06,100
1444,33,2,66,453,92382,4,2,2023-01-17,100
1445,3,3,110,454,97603,5,2,2022-06-25,100
1446,50,2,61,455,101242,5,1,2022-04-23,100
1447,61,4,120,456,27487,4,4,2022-04-09,100
1448,13,2,62,457,69447,4,1,2022-12-19,100
1449,39,4,140,458,37277,1,3,2022-06-12,100
1450,60,3,98,459,99805,1,5,2022-11-04,100
1451,49,3,84,460,135030,6,5,2022-12-28,100
1452,32,3,101,461,138828,3,1,2022-07-08,100
1453,53,4,146,462,15150,3,5,2022-09-03,100
1454,31,2,73,463,87807,2,2,2022-10-22,100
1455,78,1,34,464,60782,7,5,2022-03-30,100
1456,76,2,43,465,143209,6,3,2022-03-04,100
1457,2,1,16,466,22008,3,3,2022-12-07,100
1458,44,2,71,467,126285,3,3,2022-03-13,100
1459,36,3,104,468,74670,5,4,2022-08-28,100
1460,29,4,168,469,61106,8,5,2023-01-08,100
1461,61,4,170,470,118237,5,3,2022-10-05,100
1462,23,4,150,471,114755,3,1,2022-06-13,100
1463,42,1,19,472,40838,7,1,2022-10-28,100
1464,44,4,125,473,98570,2,5,2022-04-05,100
1465,26,4,143,474,132200,7,5,2022-05-22,100
1466,1,2,54,475,80664,6,1,2022-11-17,100
1467,12,2,65,476,118904,8,5,2022-06-16,100
1468,79,3,93,477,135593,3,4,2022-10-20,100
1469,17,1,19,478,92276,8,3,2022-12-15,100
1470,9,1,5,479,36068,3,5,2022-07-27,100
1471,78,1,23,480,143795,2,5,2022-04-03,100
1472,19,1,17,481,137510,5,2,2022-05-19,100
1473,5,2,44,482,119977,7,2,2022-07-06,100
1474,35,3,110,483,7823,1,2,2022-11-08,100
1475,63,2,55,484,70206,4,2,2022-09-05,100
1476,22,4,134,485,105440,1,3,2022-07-31,100
1477,71,4,151,486,63904,1,5,2022-12-13,100
1478,17,3,114,487,100577,1,5,2022-04-25,100
1479,14,4,155,488,147497,8,5,2022-09-02,100
1480,20,4,156,489,13816,4,1,2023-01-06,100
1481,39,3,83,490,113943,7,4,2022-06-13,100
1482,22,4,127,491,64541,2,5,2022-04-30,100
1483,55,4,138,492,1668,6,5,2022-07-08,100
1484,1,2,59,493,33633,7,2,2022-09-29,100
1485,6,2,44,494,31100,7,2,2022-03-17,100
1486,43,1,6,495,133228,1,5,2022-03-16,100
1487,43,4,124,496,210,4,5,2022-09-05,100
1488,68,2,71,497,71432,7,3,2022-07-30,100
1489,6,3,108,498,109886,3,4,2022-10-26,100
1490,8,3,82,499,143636,8,3,2022-03-15,100
1491,61,1,9,500,44549,3,3,2022-09-09,100
1492,6,3,100,501,102862,1,5,2022-04-28,100
1493,61,3,114,502,5531,1,3,2022-11-29,100
1494,9,3,110,503,121602,6,4,2022-11-10,100
1495,67,1,34,504,1600,3,5,2022-11-03,100
1496,41,1,34,505,128874,3,2,2022-12-23,100
1497,49,3,116,506,36940,6,1,2022-12-11,100
1498,54,2,44,507,101559,8,1,2022-04-25,100
1499,39,2,57,508,76052,6,4,2022-03-29,100
1500,9,2,74,509,76988,2,4,2022-03-26,100
1501,34,4,178,510,43518,5,5,2023-02-05,100
1502,8,1,38,511,108766,3,4,2022-03-24,100
1503,64,4,126,512,147675,1,3,2022-06-28,100
1504,75,3,93,513,81542,3,2,2022-12-26,100
1505,65,4,149,514,138871,5,4,2022-03-23,100
1506,62,4,153,515,85672,4,5,2022-07-21,100
